Date,EOG,HAL,PXD,SLB,WLL,XES,XOP,EOG-RET,HAL-RET,PXD-RET,SLB-RET,WLL-RET,XES-RET,XOP-RET
28954.00,,8.59,,7.04,,,,,,,,,,
28951.00,,8.53,,7.04,,,,,,,,,,
28950.00,,8.38,,7.02,,,,,,,,,,
28949.00,,8.29,,6.97,,,,,,,,,,
28948.00,,8.26,,6.94,,,,,,,,,,
28947.00,,8.14,,6.73,,,,,,,,,,
28944.00,,8.20,,6.78,,,,,,,,,,
28943.00,,8.30,,6.96,,,,,,,,,,
28942.00,,8.27,,6.94,,,,,,,,,,
28941.00,,8.18,,6.98,,,,,,,,,,
28940.00,,8.02,,6.81,,,,,,,,,,
28937.00,,8.11,,6.89,,,,,,,,,,
28936.00,,8.21,,6.88,,,,,,,,,,
28935.00,,8.15,,6.84,,,,,,,,,,
28934.00,,8.09,,6.78,,,,,,,,,,
28933.00,,8.15,,6.83,,,,,,,,,,
28930.00,,8.08,,6.88,,,,,,,,,,
28929.00,,7.74,,6.64,,,,,,,,,,
28928.00,,7.68,,6.54,,,,,,,,,,
28927.00,,7.56,,6.56,,,,,,,,,,
28926.00,,7.51,,6.65,,,,,,,,,,
28923.00,,7.60,,6.65,,,,,,,,,,
28922.00,,7.65,,6.80,,,,,,,,,,
28921.00,,7.51,,6.60,,,,,,,,,,
28920.00,,7.59,,6.50,,,,,,,,,,
28919.00,,7.57,,6.50,,,,,,,,,,
28916.00,,7.45,,6.38,,,,,,,,,,
28915.00,,7.42,,6.42,,,,,,,,,,
28914.00,,7.44,,6.38,,,,,,,,,,
28913.00,,7.39,,6.46,,,,,,,,,,
28912.00,,7.54,,6.66,,,,,,,,,,
28909.00,,7.57,,6.66,,,,,,,,,,
28908.00,,7.63,,6.71,,,,,,,,,,
28907.00,,7.62,,6.70,,,,,,,,,,
28906.00,,7.75,,6.80,,,,,,,,,,
28905.00,,7.72,,6.61,,,,,,,,,,
28902.00,,7.72,,6.61,,,,,,,,,,
28901.00,,7.57,,6.52,,,,,,,,,,
28900.00,,7.57,,6.47,,,,,,,,,,
28899.00,,7.45,,6.51,,,,,,,,,,
28898.00,,7.23,,6.37,,,,,,,,,,
28895.00,,7.25,,6.27,,,,,,,,,,
28894.00,,7.25,,6.23,,,,,,,,,,
28893.00,,7.22,,6.21,,,,,,,,,,
28892.00,,7.30,,6.17,,,,,,,,,,
28891.00,,7.23,,6.23,,,,,,,,,,
28888.00,,7.30,,6.32,,,,,,,,,,
28887.00,,7.25,,6.32,,,,,,,,,,
28886.00,,7.29,,6.29,,,,,,,,,,
28885.00,,7.39,,6.41,,,,,,,,,,
28884.00,,7.47,,6.42,,,,,,,,,,
28881.00,,7.42,,6.50,,,,,,,,,,
28880.00,,7.42,,6.47,,,,,,,,,,
28879.00,,7.33,,6.36,,,,,,,,,,
28878.00,,7.26,,6.42,,,,,,,,,,
28877.00,,7.29,,6.49,,,,,,,,,,
28874.00,,7.30,,6.52,,,,,,,,,,
28873.00,,7.35,,6.53,,,,,,,,,,
28872.00,,7.35,,6.57,,,,,,,,,,
28871.00,,7.28,,6.57,,,,,,,,,,
28870.00,,7.33,,6.66,,,,,,,,,,
28867.00,,7.36,,6.60,,,,,,,,,,
28866.00,,7.42,,6.43,,,,,,,,,,
28865.00,,7.45,,6.26,,,,,,,,,,
28864.00,,7.78,,6.40,,,,,,,,,,
28863.00,,7.81,,6.38,,,,,,,,,,
28860.00,,7.87,,6.43,,,,,,,,,,
28859.00,,7.87,,6.41,,,,,,,,,,
28858.00,,7.78,,6.33,,,,,,,,,,
28857.00,,7.80,,6.34,,,,,,,,,,
28856.00,,7.87,,6.25,,,,,,,,,,
28853.00,,7.87,,6.25,,,,,,,,,,
28852.00,,7.96,,6.22,,,,,,,,,,
28851.00,,8.02,,6.26,,,,,,,,,,
28850.00,,8.17,,6.47,,,,,,,,,,
28849.00,,7.74,,6.14,,,,,,,,,,
28846.00,,7.74,,6.14,,,,,,,,,,
28845.00,,7.48,,6.00,,,,,,,,,,
28844.00,,7.33,,5.90,,,,,,,,,,
28843.00,,7.19,,5.79,,,,,,,,,,
28842.00,,7.14,,5.81,,,,,,,,,,
28839.00,,7.23,,5.85,,,,,,,,,,
28838.00,,7.32,,5.84,,,,,,,,,,
28837.00,,7.39,,5.82,,,,,,,,,,
28836.00,,7.59,,5.87,,,,,,,,,,
28835.00,,7.65,,5.90,,,,,,,,,,
28832.00,,7.53,,5.89,,,,,,,,,,
28831.00,,7.51,,5.92,,,,,,,,,,
28830.00,,7.51,,5.94,,,,,,,,,,
28829.00,,7.60,,5.95,,,,,,,,,,
28828.00,,7.44,,5.84,,,,,,,,,,
28825.00,,7.35,,5.81,,,,,,,,,,
28824.00,,7.10,,5.64,,,,,,,,,,
28823.00,,7.10,,5.59,,,,,,,,,,
28822.00,,7.41,,5.78,,,,,,,,,,
28821.00,,7.59,,5.86,,,,,,,,,,
28818.00,,7.51,,5.90,,,,,,,,,,
28817.00,,7.47,,5.83,,,,,,,,,,
28816.00,,7.47,,5.83,,,,,,,,,,
28815.00,,7.48,,5.77,,,,,,,,,,
28814.00,,7.51,,5.84,,,,,,,,,,
28811.00,,7.30,,5.82,,,,,,,,,,
28810.00,,7.25,,5.81,,,,,,,,,,
28809.00,,7.13,,5.67,,,,,,,,,,
28808.00,,7.19,,5.66,,,,,,,,,,
28807.00,,7.29,,5.68,,,,,,,,,,
28804.00,,7.45,,5.81,,,,,,,,,,
28803.00,,7.35,,5.82,,,,,,,,,,
28802.00,,7.48,,5.81,,,,,,,,,,
28801.00,,7.57,,5.70,,,,,,,,,,
28800.00,,7.75,,5.72,,,,,,,,,,
28797.00,,7.96,,5.81,,,,,,,,,,
28796.00,,8.08,,5.84,,,,,,,,,,
28795.00,,8.29,,5.92,,,,,,,,,,
28794.00,,7.96,,5.57,,,,,,,,,,
28793.00,,8.15,,5.63,,,,,,,,,,
28790.00,,7.93,,5.51,,,,,,,,,,
28789.00,,8.02,,5.50,,,,,,,,,,
28788.00,,8.11,,5.60,,,,,,,,,,
28787.00,,8.12,,5.67,,,,,,,,,,
28786.00,,8.36,,5.82,,,,,,,,,,
28783.00,,8.23,,5.63,,,,,,,,,,
28782.00,,8.24,,5.71,,,,,,,,,,
28781.00,,8.45,,5.78,,,,,,,,,,
28780.00,,8.45,,5.76,,,,,,,,,,
28779.00,,8.56,,5.79,,,,,,,,,,
28776.00,,8.83,,5.92,,,,,,,,,,
28775.00,,8.81,,5.95,,,,,,,,,,
28774.00,,8.90,,5.98,,,,,,,,,,
28773.00,,8.93,,5.93,,,,,,,,,,
28772.00,,8.90,,5.97,,,,,,,,,,
28769.00,,8.69,,5.94,,,,,,,,,,
28768.00,,8.65,,5.95,,,,,,,,,,
28767.00,,8.59,,5.96,,,,,,,,,,
28766.00,,8.51,,5.96,,,,,,,,,,
28765.00,,8.68,,6.00,,,,,,,,,,
28762.00,,8.57,,5.98,,,,,,,,,,
28761.00,,8.45,,5.79,,,,,,,,,,
28760.00,,8.29,,5.74,,,,,,,,,,
28759.00,,8.32,,5.82,,,,,,,,,,
28758.00,,8.23,,5.78,,,,,,,,,,
28755.00,,8.35,,5.75,,,,,,,,,,
28754.00,,8.38,,5.67,,,,,,,,,,
28753.00,,8.35,,5.66,,,,,,,,,,
28752.00,,8.50,,5.82,,,,,,,,,,
28751.00,,8.56,,5.90,,,,,,,,,,
28748.00,,8.59,,5.87,,,,,,,,,,
28747.00,,8.63,,5.83,,,,,,,,,,
28746.00,,8.75,,6.07,,,,,,,,,,
28745.00,,8.97,,6.07,,,,,,,,,,
28744.00,,9.20,,6.05,,,,,,,,,,
28741.00,,9.18,,6.12,,,,,,,,,,
28740.00,,8.96,,6.01,,,,,,,,,,
28739.00,,9.12,,5.95,,,,,,,,,,
28738.00,,9.15,,5.95,,,,,,,,,,
28737.00,,8.86,,5.88,,,,,,,,,,
28734.00,,8.86,,5.88,,,,,,,,,,
28733.00,,8.71,,5.82,,,,,,,,,,
28732.00,,8.59,,5.87,,,,,,,,,,
28731.00,,8.47,,5.78,,,,,,,,,,
28730.00,,8.59,,5.79,,,,,,,,,,
28727.00,,8.80,,5.92,,,,,,,,,,
28726.00,,8.75,,5.94,,,,,,,,,,
28725.00,,8.39,,5.91,,,,,,,,,,
28724.00,,8.17,,5.87,,,,,,,,,,
28723.00,,8.15,,5.90,,,,,,,,,,
28720.00,,8.18,,5.89,,,,,,,,,,
28719.00,,8.21,,5.94,,,,,,,,,,
28718.00,,8.11,,5.95,,,,,,,,,,
28717.00,,8.09,,5.95,,,,,,,,,,
28716.00,,8.11,,5.92,,,,,,,,,,
28713.00,,8.07,,5.92,,,,,,,,,,
28712.00,,7.99,,5.92,,,,,,,,,,
28711.00,,8.23,,6.02,,,,,,,,,,
28710.00,,8.17,,6.09,,,,,,,,,,
28709.00,,8.14,,6.08,,,,,,,,,,
28706.00,,8.08,,6.14,,,,,,,,,,
28705.00,,7.95,,6.01,,,,,,,,,,
28704.00,,7.69,,5.89,,,,,,,,,,
28703.00,,7.56,,5.76,,,,,,,,,,
28702.00,,7.62,,5.79,,,,,,,,,,
28699.00,,7.63,,5.76,,,,,,,,,,
28698.00,,7.51,,5.80,,,,,,,,,,
28697.00,,7.39,,5.76,,,,,,,,,,
28696.00,,7.41,,5.83,,,,,,,,,,
28695.00,,7.38,,5.85,,,,,,,,,,
28692.00,,7.41,,5.74,,,,,,,,,,
28691.00,,7.44,,5.74,,,,,,,,,,
28690.00,,7.42,,5.68,,,,,,,,,,
28689.00,,7.22,,5.53,,,,,,,,,,
28688.00,,7.44,,5.74,,,,,,,,,,
28685.00,,7.56,,5.67,,,,,,,,,,
28684.00,,7.33,,5.54,,,,,,,,,,
28683.00,,7.28,,5.51,,,,,,,,,,
28682.00,,7.25,,5.50,,,,,,,,,,
28681.00,,7.33,,5.53,,,,,,,,,,
28678.00,,7.36,,5.56,,,,,,,,,,
28677.00,,7.50,,5.43,,,,,,,,,,
28676.00,,7.47,,5.40,,,,,,,,,,
28675.00,,7.59,,5.43,,,,,,,,,,
28674.00,,7.59,,5.43,,,,,,,,,,
28671.00,,7.65,,5.50,,,,,,,,,,
28670.00,,7.71,,5.53,,,,,,,,,,
28669.00,,7.68,,5.43,,,,,,,,,,
28668.00,,7.62,,5.30,,,,,,,,,,
28667.00,,7.54,,5.29,,,,,,,,,,
28664.00,,7.60,,5.38,,,,,,,,,,
28663.00,,7.72,,5.33,,,,,,,,,,
28662.00,,7.47,,5.19,,,,,,,,,,
28661.00,,7.54,,5.21,,,,,,,,,,
28660.00,,7.63,,5.24,,,,,,,,,,
28657.00,,7.57,,5.20,,,,,,,,,,
28656.00,,7.68,,5.32,,,,,,,,,,
28655.00,,7.80,,5.39,,,,,,,,,,
28654.00,,7.86,,5.44,,,,,,,,,,
28653.00,,7.93,,5.49,,,,,,,,,,
28650.00,,7.95,,5.48,,,,,,,,,,
28649.00,,7.92,,5.57,,,,,,,,,,
28648.00,,7.87,,5.57,,,,,,,,,,
28647.00,,8.01,,5.62,,,,,,,,,,
28646.00,,7.99,,5.52,,,,,,,,,,
28643.00,,7.63,,5.30,,,,,,,,,,
28642.00,,7.39,,4.99,,,,,,,,,,
28641.00,,7.35,,4.95,,,,,,,,,,
28640.00,,7.33,,4.96,,,,,,,,,,
28639.00,,7.32,,4.93,,,,,,,,,,
28636.00,,7.32,,4.93,,,,,,,,,,
28635.00,,7.35,,4.96,,,,,,,,,,
28634.00,,7.35,,4.97,,,,,,,,,,
28633.00,,7.50,,5.07,,,,,,,,,,
28632.00,,7.48,,5.06,,,,,,,,,,
28629.00,,7.36,,4.92,,,,,,,,,,
28628.00,,7.57,,4.95,,,,,,,,,,
28627.00,,7.71,,5.07,,,,,,,,,,
28626.00,,7.69,,5.08,,,,,,,,,,
28625.00,,7.71,,5.11,,,,,,,,,,
28622.00,,7.69,,5.10,,,,,,,,,,
28621.00,,7.45,,4.90,,,,,,,,,,
28620.00,,7.38,,4.80,,,,,,,,,,
28619.00,,7.28,,4.74,,,,,,,,,,
28618.00,,7.16,,4.72,,,,,,,,,,
28615.00,,7.08,,4.73,,,,,,,,,,
28614.00,,6.98,,4.60,,,,,,,,,,
28613.00,,6.95,,4.63,,,,,,,,,,
28612.00,,7.04,,4.71,,,,,,,,,,
28611.00,,7.13,,4.74,,,,,,,,,,
28608.00,,7.04,,4.69,,,,,,,,,,
28607.00,,6.86,,4.55,,,,,,,,,,
28606.00,,7.01,,4.63,,,,,,,,,,
28605.00,,6.96,,4.68,,,,,,,,,,
28604.00,,6.95,,4.72,,,,,,,,,,
28601.00,,6.65,,4.49,,,,,,,,,,
28600.00,,6.72,,4.49,,,,,,,,,,
28599.00,,6.68,,4.46,,,,,,,,,,
28598.00,,6.86,,4.49,,,,,,,,,,
28597.00,,6.95,,4.59,,,,,,,,,,
28594.00,,6.86,,4.51,,,,,,,,,,
28593.00,,6.60,,4.30,,,,,,,,,,
28592.00,,6.56,,4.28,,,,,,,,,,
28591.00,,6.60,,4.32,,,,,,,,,,
28590.00,,6.65,,4.40,,,,,,,,,,
28587.00,,6.71,,4.42,,,,,,,,,,
28586.00,,6.81,,4.53,,,,,,,,,,
28585.00,,6.87,,4.52,,,,,,,,,,
28584.00,,6.92,,4.49,,,,,,,,,,
28583.00,,6.84,,4.39,,,,,,,,,,
28580.00,,6.86,,4.41,,,,,,,,,,
28579.00,,6.89,,4.38,,,,,,,,,,
28578.00,,6.84,,4.38,,,,,,,,,,
28577.00,,6.84,,4.35,,,,,,,,,,
28576.00,,6.84,,4.30,,,,,,,,,,
28573.00,,6.75,,4.31,,,,,,,,,,
28572.00,,6.75,,4.31,,,,,,,,,,
28571.00,,6.77,,4.35,,,,,,,,,,
28570.00,,6.81,,4.39,,,,,,,,,,
28569.00,,7.04,,4.46,,,,,,,,,,
28566.00,,7.08,,4.40,,,,,,,,,,
28565.00,,6.99,,4.37,,,,,,,,,,
28564.00,,6.92,,4.35,,,,,,,,,,
28563.00,,6.93,,4.35,,,,,,,,,,
28562.00,,6.72,,4.35,,,,,,,,,,
28559.00,,6.63,,4.35,,,,,,,,,,
28558.00,,6.54,,4.26,,,,,,,,,,
28557.00,,6.62,,4.34,,,,,,,,,,
28556.00,,6.65,,4.29,,,,,,,,,,
28555.00,,6.66,,4.25,,,,,,,,,,
28552.00,,6.66,,4.30,,,,,,,,,,
28551.00,,6.65,,4.30,,,,,,,,,,
28550.00,,6.75,,4.29,,,,,,,,,,
28549.00,,6.74,,4.31,,,,,,,,,,
28548.00,,6.80,,4.35,,,,,,,,,,
28545.00,,6.93,,4.42,,,,,,,,,,
28544.00,,6.83,,4.31,,,,,,,,,,
28543.00,,6.93,,4.35,,,,,,,,,,
28542.00,,7.02,,4.38,,,,,,,,,,
28541.00,,6.93,,4.40,,,,,,,,,,
28538.00,,6.93,,4.40,,,,,,,,,,
28537.00,,6.98,,4.39,,,,,,,,,,
28536.00,,7.02,,4.37,,,,,,,,,,
28535.00,,6.99,,4.40,,,,,,,,,,
28534.00,,7.14,,4.44,,,,,,,,,,
28531.00,,7.14,,4.46,,,,,,,,,,
28530.00,,7.28,,4.53,,,,,,,,,,
28529.00,,7.32,,4.58,,,,,,,,,,
28528.00,,7.26,,4.58,,,,,,,,,,
28527.00,,7.13,,4.50,,,,,,,,,,
28524.00,,7.07,,4.49,,,,,,,,,,
28523.00,,7.11,,4.49,,,,,,,,,,
28522.00,,7.13,,4.52,,,,,,,,,,
28521.00,,7.07,,4.45,,,,,,,,,,
28520.00,,7.02,,4.46,,,,,,,,,,
28517.00,,6.87,,4.40,,,,,,,,,,
28516.00,,6.90,,4.40,,,,,,,,,,
28515.00,,7.04,,4.43,,,,,,,,,,
28514.00,,7.07,,4.45,,,,,,,,,,
28513.00,,7.07,,4.47,,,,,,,,,,
28510.00,,7.11,,4.52,,,,,,,,,,
28509.00,,7.16,,4.53,,,,,,,,,,
28508.00,,7.14,,4.58,,,,,,,,,,
28507.00,,7.14,,4.45,,,,,,,,,,
28506.00,,7.11,,4.37,,,,,,,,,,
28503.00,,7.16,,4.40,,,,,,,,,,
28502.00,,7.16,,4.46,,,,,,,,,,
28501.00,,7.14,,4.44,,,,,,,,,,
28500.00,,7.20,,4.50,,,,,,,,,,
28499.00,,7.22,,4.58,,,,,,,,,,
28496.00,,7.35,,4.63,,,,,,,,,,
28495.00,,7.47,,4.68,,,,,,,,,,
28494.00,,7.54,,4.73,,,,,,,,,,
28493.00,,7.59,,4.73,,,,,,,,,,
28492.00,,7.80,,4.80,,,,,,,,,,
28489.00,,7.80,,4.80,,,,,,,,,,
28488.00,,7.78,,4.80,,,,,,,,,,
28487.00,,7.78,,4.79,,,,,,,,,,
28486.00,,7.83,,4.77,,,,,,,,,,
28485.00,,7.75,,4.77,,,,,,,,,,
28482.00,,7.75,,4.77,,,,,,,,,,
28481.00,,7.68,,4.74,,,,,,,,,,
28480.00,,7.51,,4.70,,,,,,,,,,
28479.00,,7.41,,4.61,,,,,,,,,,
28478.00,,7.44,,4.63,,,,,,,,,,
28475.00,,7.51,,4.68,,,,,,,,,,
28474.00,,7.45,,4.64,,,,,,,,,,
28473.00,,7.45,,4.66,,,,,,,,,,
28472.00,,7.33,,4.63,,,,,,,,,,
28471.00,,7.26,,4.64,,,,,,,,,,
28468.00,,7.22,,4.62,,,,,,,,,,
28467.00,,7.23,,4.70,,,,,,,,,,
28466.00,,7.33,,4.70,,,,,,,,,,
28465.00,,7.56,,4.73,,,,,,,,,,
28464.00,,7.68,,4.82,,,,,,,,,,
28461.00,,7.71,,4.82,,,,,,,,,,
28460.00,,7.69,,4.80,,,,,,,,,,
28459.00,,7.68,,4.77,,,,,,,,,,
28458.00,,7.60,,4.77,,,,,,,,,,
28457.00,,7.69,,4.83,,,,,,,,,,
28454.00,,7.71,,4.88,,,,,,,,,,
28453.00,,7.57,,4.73,,,,,,,,,,
28452.00,,7.57,,4.73,,,,,,,,,,
28451.00,,7.48,,4.67,,,,,,,,,,
28450.00,,7.30,,4.62,,,,,,,,,,
28447.00,,7.35,,4.60,,,,,,,,,,
28446.00,,7.44,,4.60,,,,,,,,,,
28445.00,,7.53,,4.62,,,,,,,,,,
28444.00,,7.60,,4.67,,,,,,,,,,
28443.00,,7.47,,4.60,,,,,,,,,,
28440.00,,7.53,,4.65,,,,,,,,,,
28439.00,,7.38,,4.55,,,,,,,,,,
28438.00,,7.28,,4.46,,,,,,,,,,
28437.00,,7.17,,4.40,,,,,,,,,,
28436.00,,7.14,,4.38,,,,,,,,,,
28433.00,,6.99,,4.29,,,,,,,,,,
28432.00,,6.96,,4.21,,,,,,,,,,
28431.00,,6.98,,4.22,,,,,,,,,,
28430.00,,6.98,,4.36,,,,,,,,,,
28429.00,,7.08,,4.38,,,,,,,,,,
28426.00,,7.10,,4.38,,,,,,,,,,
28425.00,,7.10,,4.32,,,,,,,,,,
28424.00,,7.02,,4.23,,,,,,,,,,
28423.00,,7.04,,4.17,,,,,,,,,,
28422.00,,7.11,,4.20,,,,,,,,,,
28419.00,,7.17,,4.26,,,,,,,,,,
28418.00,,7.14,,4.32,,,,,,,,,,
28417.00,,7.07,,4.34,,,,,,,,,,
28416.00,,7.22,,4.40,,,,,,,,,,
28415.00,,7.22,,4.37,,,,,,,,,,
28412.00,,7.20,,4.40,,,,,,,,,,
28411.00,,7.23,,4.35,,,,,,,,,,
28410.00,,7.22,,4.42,,,,,,,,,,
28409.00,,7.41,,4.48,,,,,,,,,,
28408.00,,7.42,,4.49,,,,,,,,,,
28405.00,,7.38,,4.51,,,,,,,,,,
28404.00,,7.39,,4.51,,,,,,,,,,
28403.00,,7.30,,4.49,,,,,,,,,,
28402.00,,7.30,,4.49,,,,,,,,,,
28401.00,,7.26,,4.52,,,,,,,,,,
28398.00,,7.14,,4.52,,,,,,,,,,
28397.00,,7.04,,4.52,,,,,,,,,,
28396.00,,6.98,,4.54,,,,,,,,,,
28395.00,,6.92,,4.51,,,,,,,,,,
28394.00,,6.87,,4.48,,,,,,,,,,
28391.00,,6.92,,4.48,,,,,,,,,,
28390.00,,6.89,,4.48,,,,,,,,,,
28389.00,,6.87,,4.52,,,,,,,,,,
28388.00,,6.90,,4.53,,,,,,,,,,
28387.00,,6.99,,4.51,,,,,,,,,,
28384.00,,7.02,,4.50,,,,,,,,,,
28383.00,,6.90,,4.52,,,,,,,,,,
28382.00,,6.89,,4.47,,,,,,,,,,
28381.00,,6.74,,4.43,,,,,,,,,,
28380.00,,6.80,,4.45,,,,,,,,,,
28377.00,,6.90,,4.45,,,,,,,,,,
28376.00,,6.96,,4.51,,,,,,,,,,
28375.00,,7.13,,4.55,,,,,,,,,,
28374.00,,7.01,,4.51,,,,,,,,,,
28373.00,,6.93,,4.49,,,,,,,,,,
28370.00,,6.93,,4.49,,,,,,,,,,
28369.00,,6.98,,4.44,,,,,,,,,,
28368.00,,7.01,,4.42,,,,,,,,,,
28367.00,,6.87,,4.35,,,,,,,,,,
28366.00,,6.95,,4.42,,,,,,,,,,
28363.00,,6.90,,4.39,,,,,,,,,,
28362.00,,6.81,,4.40,,,,,,,,,,
28361.00,,6.86,,4.43,,,,,,,,,,
28360.00,,6.96,,4.42,,,,,,,,,,
28359.00,,7.01,,4.38,,,,,,,,,,
28356.00,,7.02,,4.37,,,,,,,,,,
28355.00,,7.10,,4.48,,,,,,,,,,
28354.00,,7.11,,4.59,,,,,,,,,,
28353.00,,7.10,,4.56,,,,,,,,,,
28352.00,,7.23,,4.59,,,,,,,,,,
28349.00,,7.19,,4.52,,,,,,,,,,
28348.00,,7.28,,4.50,,,,,,,,,,
28347.00,,7.30,,4.58,,,,,,,,,,
28346.00,,7.14,,4.43,,,,,,,,,,
28345.00,,7.13,,4.39,,,,,,,,,,
28342.00,,7.19,,4.42,,,,,,,,,,
28341.00,,7.20,,4.40,,,,,,,,,,
28340.00,,7.26,,4.40,,,,,,,,,,
28339.00,,7.28,,4.32,,,,,,,,,,
28338.00,,7.35,,4.36,,,,,,,,,,
28335.00,,7.36,,4.35,,,,,,,,,,
28334.00,,7.26,,4.35,,,,,,,,,,
28333.00,,7.08,,4.16,,,,,,,,,,
28332.00,,7.30,,4.30,,,,,,,,,,
28331.00,,7.38,,4.36,,,,,,,,,,
28328.00,,7.53,,4.40,,,,,,,,,,
28327.00,,7.63,,4.47,,,,,,,,,,
28326.00,,7.71,,4.46,,,,,,,,,,
28325.00,,7.69,,4.54,,,,,,,,,,
28324.00,,7.63,,4.45,,,,,,,,,,
28321.00,,7.72,,4.53,,,,,,,,,,
28320.00,,7.81,,4.57,,,,,,,,,,
28319.00,,7.81,,4.57,,,,,,,,,,
28318.00,,7.86,,4.54,,,,,,,,,,
28317.00,,7.95,,4.57,,,,,,,,,,
28314.00,,7.89,,4.51,,,,,,,,,,
28313.00,,7.87,,4.55,,,,,,,,,,
28312.00,,7.84,,4.54,,,,,,,,,,
28311.00,,7.92,,4.59,,,,,,,,,,
28310.00,,7.87,,4.53,,,,,,,,,,
28307.00,,7.87,,4.53,,,,,,,,,,
28306.00,,7.96,,4.52,,,,,,,,,,
28305.00,,7.95,,4.51,,,,,,,,,,
28304.00,,7.92,,4.50,,,,,,,,,,
28303.00,,7.99,,4.56,,,,,,,,,,
28300.00,,7.98,,4.59,,,,,,,,,,
28299.00,,7.75,,4.49,,,,,,,,,,
28298.00,,7.71,,4.43,,,,,,,,,,
28297.00,,7.77,,4.40,,,,,,,,,,
28296.00,,7.75,,4.37,,,,,,,,,,
28293.00,,7.72,,4.34,,,,,,,,,,
28292.00,,7.71,,4.34,,,,,,,,,,
28291.00,,7.63,,4.30,,,,,,,,,,
28290.00,,7.65,,4.29,,,,,,,,,,
28289.00,,7.63,,4.32,,,,,,,,,,
28286.00,,7.63,,4.29,,,,,,,,,,
28285.00,,7.60,,4.25,,,,,,,,,,
28284.00,,7.54,,4.27,,,,,,,,,,
28283.00,,7.42,,4.21,,,,,,,,,,
28282.00,,7.35,,4.21,,,,,,,,,,
28279.00,,7.48,,4.23,,,,,,,,,,
28278.00,,7.39,,4.10,,,,,,,,,,
28277.00,,7.38,,4.12,,,,,,,,,,
28276.00,,7.30,,4.02,,,,,,,,,,
28275.00,,7.28,,4.06,,,,,,,,,,
28272.00,,7.28,,4.06,,,,,,,,,,
28271.00,,7.36,,4.04,,,,,,,,,,
28270.00,,7.47,,4.12,,,,,,,,,,
28269.00,,7.60,,4.20,,,,,,,,,,
28268.00,,7.71,,4.24,,,,,,,,,,
28265.00,,7.86,,4.33,,,,,,,,,,
28264.00,,7.72,,4.33,,,,,,,,,,
28263.00,,7.68,,4.33,,,,,,,,,,
28262.00,,7.51,,4.29,,,,,,,,,,
28261.00,,7.50,,4.25,,,,,,,,,,
28258.00,,7.47,,4.22,,,,,,,,,,
28257.00,,7.44,,4.17,,,,,,,,,,
28256.00,,7.35,,4.22,,,,,,,,,,
28255.00,,7.33,,4.27,,,,,,,,,,
28254.00,,7.36,,4.21,,,,,,,,,,
28251.00,,7.26,,4.21,,,,,,,,,,
28250.00,,7.36,,4.29,,,,,,,,,,
28249.00,,7.45,,4.26,,,,,,,,,,
28248.00,,7.36,,4.26,,,,,,,,,,
28247.00,,7.28,,4.22,,,,,,,,,,
28244.00,,7.17,,4.05,,,,,,,,,,
28243.00,,7.10,,4.01,,,,,,,,,,
28242.00,,7.10,,3.97,,,,,,,,,,
28241.00,,6.99,,3.99,,,,,,,,,,
28240.00,,6.98,,3.99,,,,,,,,,,
28237.00,,7.07,,4.10,,,,,,,,,,
28236.00,,7.20,,4.19,,,,,,,,,,
28235.00,,7.28,,4.26,,,,,,,,,,
28234.00,,7.16,,4.20,,,,,,,,,,
28233.00,,7.16,,4.21,,,,,,,,,,
28230.00,,7.17,,4.24,,,,,,,,,,
28229.00,,7.25,,4.26,,,,,,,,,,
28228.00,,7.17,,4.26,,,,,,,,,,
28227.00,,7.07,,4.15,,,,,,,,,,
28226.00,,6.83,,4.04,,,,,,,,,,
28223.00,,6.71,,3.96,,,,,,,,,,
28222.00,,6.71,,3.96,,,,,,,,,,
28221.00,,6.60,,3.91,,,,,,,,,,
28220.00,,6.56,,3.89,,,,,,,,,,
28219.00,,6.63,,3.90,,,,,,,,,,
28216.00,,6.71,,3.97,,,,,,,,,,
28215.00,,6.63,,3.92,,,,,,,,,,
28214.00,,6.60,,3.90,,,,,,,,,,
28213.00,,6.72,,4.01,,,,,,,,,,
28212.00,,6.66,,3.93,,,,,,,,,,
28209.00,,6.77,,3.87,,,,,,,,,,
28208.00,,6.84,,3.88,,,,,,,,,,
28207.00,,6.89,,3.93,,,,,,,,,,
28206.00,,6.89,,3.94,,,,,,,,,,
28205.00,,6.93,,3.98,,,,,,,,,,
28202.00,,6.93,,4.06,,,,,,,,,,
28201.00,,6.89,,3.94,,,,,,,,,,
28200.00,,6.80,,3.78,,,,,,,,,,
28199.00,,6.83,,3.77,,,,,,,,,,
28198.00,,6.80,,3.74,,,,,,,,,,
28195.00,,6.74,,3.74,,,,,,,,,,
28194.00,,6.68,,3.80,,,,,,,,,,
28193.00,,6.69,,3.84,,,,,,,,,,
28192.00,,6.75,,3.88,,,,,,,,,,
28191.00,,6.81,,3.87,,,,,,,,,,
28188.00,,6.89,,3.87,,,,,,,,,,
28187.00,,6.78,,3.83,,,,,,,,,,
28186.00,,6.71,,3.79,,,,,,,,,,
28185.00,,6.80,,3.84,,,,,,,,,,
28184.00,,6.62,,3.81,,,,,,,,,,
28181.00,,6.63,,3.82,,,,,,,,,,
28180.00,,6.59,,3.83,,,,,,,,,,
28179.00,,6.65,,3.87,,,,,,,,,,
28178.00,,6.77,,3.89,,,,,,,,,,
28177.00,,6.72,,3.84,,,,,,,,,,
